65.49.160.0/19,US,US-MS,Meridian,39301
146.12.224.0/19,US,US-MS,Meridian,39301
199.247.176.0/20,US,US-MS,Meridian,39301
153.75.192.0/20,US,US-MS,Meridian,39301
2605:F340::/32,US,US-MS,Meridian,39301
